               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.034919,            0.036324,           0.0037678,             0.98201,             0.99228,             0.99316,             0.63803,            0.018222,            0.022665,           0.0010921,             0.00802,             0.00802,             0.00802
                  22,            0.034398,            0.035032,           0.0033944,              0.9797,             0.99108,             0.99232,             0.63709,             0.01813,             0.02298,          0.00078213,            0.007921,            0.007921,            0.007921
                  23,            0.034986,            0.034832,            0.003101,             0.97349,             0.99157,             0.99103,             0.66612,            0.018371,            0.021766,          0.00091485,            0.007822,            0.007822,            0.007822
                  24,            0.034497,            0.034212,           0.0033392,             0.97995,             0.98541,              0.9908,             0.63467,            0.019251,            0.021947,          0.00098194,            0.007723,            0.007723,            0.007723
                  25,            0.033496,            0.033306,           0.0030095,             0.97476,             0.99361,             0.99086,             0.63802,             0.01862,            0.022865,           0.0010331,            0.007624,            0.007624,            0.007624
                  26,            0.032821,            0.033964,           0.0028896,             0.98655,             0.99418,             0.99206,             0.64559,            0.017962,            0.022174,           0.0010074,            0.007525,            0.007525,            0.007525
                  27,            0.031761,            0.033245,             0.00243,             0.97954,             0.99686,             0.99151,             0.63216,            0.017914,            0.022582,           0.0010452,            0.007426,            0.007426,            0.007426
                  28,            0.031208,            0.032557,           0.0026633,             0.98385,             0.99686,             0.99219,             0.60815,            0.018359,            0.021758,          0.00097929,            0.007327,            0.007327,            0.007327
                  29,            0.030854,            0.033319,           0.0035628,             0.97409,             0.98735,              0.9925,             0.60536,            0.018258,            0.023806,          0.00093573,            0.007228,            0.007228,            0.007228
                  30,            0.031114,            0.033279,           0.0032498,             0.98658,             0.99451,             0.99231,             0.64372,            0.017692,            0.021806,           0.0010164,            0.007129,            0.007129,            0.007129
                  31,            0.031615,            0.031849,           0.0036602,             0.98191,             0.99267,             0.99307,             0.65351,            0.017673,            0.021483,           0.0011042,             0.00703,             0.00703,             0.00703
                  32,            0.030869,            0.032202,           0.0024037,             0.97001,             0.99492,             0.99149,             0.66219,            0.018443,            0.022541,           0.0012026,            0.006931,            0.006931,            0.006931
                  33,             0.03239,            0.033323,           0.0030923,             0.98905,             0.99451,             0.99225,             0.64916,            0.017749,            0.022094,          0.00087444,            0.006832,            0.006832,            0.006832
                  34,            0.030986,            0.032274,           0.0024166,             0.98612,             0.99686,             0.99221,             0.66361,            0.017092,            0.021909,          0.00097944,            0.006733,            0.006733,            0.006733
                  35,            0.030384,            0.031709,           0.0027681,             0.98205,             0.99164,             0.98805,             0.62117,            0.018274,            0.021841,          0.00068988,            0.006634,            0.006634,            0.006634
                  36,            0.029506,            0.031182,            0.002379,             0.97719,             0.98839,             0.99066,             0.62233,            0.018296,            0.021223,          0.00078932,            0.006535,            0.006535,            0.006535
                  37,             0.02912,            0.032212,           0.0025445,             0.98285,             0.99686,             0.99234,             0.63892,            0.017946,            0.021428,          0.00086235,            0.006436,            0.006436,            0.006436
                  38,            0.028851,            0.031819,           0.0026556,             0.98568,             0.99686,             0.99204,             0.62939,            0.018214,            0.021809,           0.0007929,            0.006337,            0.006337,            0.006337
                  39,            0.029853,            0.032866,           0.0026538,             0.98844,             0.99686,             0.99097,              0.6445,            0.017123,            0.021217,          0.00069866,            0.006238,            0.006238,            0.006238
                  40,            0.028405,            0.030574,           0.0024382,             0.98643,              0.9954,              0.9912,             0.64122,            0.017525,            0.021471,          0.00076271,            0.006139,            0.006139,            0.006139
                  41,             0.02828,            0.030235,           0.0028464,             0.98249,             0.99056,             0.99273,              0.6507,            0.017227,            0.021947,          0.00072863,             0.00604,             0.00604,             0.00604
                  42,            0.028621,            0.031165,           0.0020277,             0.98676,             0.99686,             0.99148,              0.6567,            0.016847,             0.02123,          0.00068922,            0.005941,            0.005941,            0.005941
                  43,            0.028115,            0.030741,           0.0023515,             0.99235,             0.99686,             0.99273,             0.67241,             0.01655,            0.021046,          0.00078664,            0.005842,            0.005842,            0.005842
                  44,            0.028342,            0.030585,           0.0021056,             0.99034,             0.99679,             0.99192,             0.68037,            0.016469,            0.020867,          0.00070269,            0.005743,            0.005743,            0.005743
                  45,            0.027826,            0.030676,           0.0023347,             0.99361,             0.99465,             0.99252,              0.6764,            0.016295,            0.020874,          0.00062048,            0.005644,            0.005644,            0.005644
                  46,            0.027282,            0.030802,           0.0018564,             0.99265,             0.99533,             0.99292,             0.66416,            0.016512,            0.021382,          0.00079544,            0.005545,            0.005545,            0.005545
                  47,            0.027635,            0.030786,           0.0020711,             0.98983,             0.99619,             0.99125,              0.6804,            0.016301,            0.020722,          0.00077451,            0.005446,            0.005446,            0.005446
                  48,            0.027104,            0.028448,           0.0019984,             0.99015,             0.99465,             0.99156,             0.67161,            0.016431,            0.020865,          0.00068282,            0.005347,            0.005347,            0.005347
                  49,            0.027283,            0.028964,           0.0025848,             0.98953,             0.99266,             0.99226,              0.6777,            0.016429,            0.021179,          0.00084693,            0.005248,            0.005248,            0.005248
                  50,            0.027312,            0.029371,           0.0021448,             0.98717,             0.99686,             0.99181,             0.66444,            0.016377,            0.020972,          0.00069176,            0.005149,            0.005149,            0.005149
                  51,            0.026531,            0.029906,           0.0020772,             0.99432,             0.99658,             0.99133,             0.68766,            0.015788,            0.020169,           0.0006686,             0.00505,             0.00505,             0.00505
                  52,            0.025697,             0.02852,           0.0019683,             0.99045,             0.99686,             0.99115,             0.68962,            0.016026,            0.020296,           0.0006973,            0.004951,            0.004951,            0.004951
                  53,            0.026533,            0.029227,           0.0020637,             0.98856,             0.99136,              0.9914,             0.66391,            0.016404,              0.0211,          0.00063808,            0.004852,            0.004852,            0.004852
                  54,            0.025902,            0.029175,           0.0018467,             0.98377,             0.99686,             0.99286,             0.67306,            0.016083,            0.021016,          0.00056807,            0.004753,            0.004753,            0.004753
                  55,            0.025857,            0.028877,           0.0017517,             0.98726,             0.99532,             0.99255,             0.66052,            0.016333,            0.020746,          0.00062615,            0.004654,            0.004654,            0.004654
                  56,            0.026575,            0.028775,           0.0022057,             0.99303,             0.99686,             0.99345,             0.67166,            0.016083,            0.020938,          0.00056216,            0.004555,            0.004555,            0.004555
                  57,            0.025478,            0.028595,            0.001582,             0.99207,             0.99465,             0.99193,             0.66847,             0.01629,            0.020932,          0.00067833,            0.004456,            0.004456,            0.004456
                  58,            0.025902,            0.028481,           0.0020762,             0.99132,             0.99417,             0.99176,             0.68156,            0.015941,             0.02139,          0.00065165,            0.004357,            0.004357,            0.004357
                  59,            0.024555,            0.029467,           0.0016928,             0.99118,              0.9851,             0.99148,             0.66178,            0.016569,            0.021703,          0.00086485,            0.004258,            0.004258,            0.004258
                  60,            0.025441,            0.028978,           0.0020283,             0.98703,             0.99555,             0.99215,             0.68096,            0.016175,            0.021348,          0.00066959,            0.004159,            0.004159,            0.004159
                  61,            0.025293,            0.028358,           0.0019195,             0.98908,             0.99563,             0.99265,             0.69359,            0.015869,            0.021455,          0.00056143,             0.00406,             0.00406,             0.00406
                  62,            0.023984,            0.028019,           0.0016777,             0.98984,              0.9959,             0.99282,             0.69201,            0.015718,            0.020949,          0.00059164,            0.003961,            0.003961,            0.003961
                  63,            0.023978,            0.027065,           0.0014376,              0.9904,             0.99686,             0.99186,             0.67807,            0.016174,            0.020548,          0.00056162,            0.003862,            0.003862,            0.003862
                  64,            0.025375,            0.028724,           0.0019093,             0.99181,             0.99451,             0.99235,             0.67218,            0.016431,            0.020646,          0.00061702,            0.003763,            0.003763,            0.003763
                  65,            0.024445,            0.028327,           0.0018531,              0.9925,             0.99451,             0.99264,             0.67393,            0.016091,            0.020842,          0.00058986,            0.003664,            0.003664,            0.003664
                  66,            0.024768,            0.028097,           0.0017173,             0.99244,             0.99686,             0.99318,             0.68385,            0.015638,            0.021012,          0.00057963,            0.003565,            0.003565,            0.003565
                  67,            0.024529,            0.029155,           0.0017125,             0.99298,             0.99626,              0.9926,             0.67983,            0.015532,            0.021084,          0.00057308,            0.003466,            0.003466,            0.003466
                  68,            0.023271,            0.028086,           0.0018547,             0.98748,             0.99594,             0.99152,             0.68041,             0.01609,              0.0206,           0.0005437,            0.003367,            0.003367,            0.003367
                  69,            0.023484,            0.027749,            0.001239,             0.99017,             0.99355,             0.99222,             0.68418,            0.016064,            0.020688,          0.00054254,            0.003268,            0.003268,            0.003268
                  70,            0.024069,            0.027795,            0.001724,             0.99016,              0.9925,              0.9923,             0.67345,            0.016124,            0.021745,           0.0005333,            0.003169,            0.003169,            0.003169
                  71,            0.023451,            0.027884,           0.0013996,             0.98802,             0.99481,             0.99122,              0.6821,            0.015687,            0.021504,          0.00056217,             0.00307,             0.00307,             0.00307
                  72,            0.023421,            0.027153,           0.0016282,             0.98884,             0.99451,             0.99129,             0.67902,            0.015808,            0.021481,          0.00056195,            0.002971,            0.002971,            0.002971
                  73,            0.023382,            0.028758,           0.0015132,             0.98776,              0.9948,             0.99085,             0.67826,            0.015749,            0.020737,          0.00059602,            0.002872,            0.002872,            0.002872
                  74,            0.023288,            0.025872,           0.0016746,             0.98446,             0.99368,             0.99184,             0.69729,            0.015734,            0.021088,          0.00055413,            0.002773,            0.002773,            0.002773
                  75,            0.023098,            0.028025,           0.0012831,             0.99088,             0.98857,             0.99125,             0.69555,            0.015673,            0.021321,          0.00052686,            0.002674,            0.002674,            0.002674
                  76,            0.023126,            0.026123,           0.0014957,             0.98326,             0.99457,             0.99101,             0.67927,            0.015541,            0.021185,          0.00056022,            0.002575,            0.002575,            0.002575
                  77,            0.022566,            0.027259,           0.0015966,             0.98978,             0.99138,             0.99112,             0.68996,            0.015409,            0.021251,          0.00061153,            0.002476,            0.002476,            0.002476
                  78,            0.022385,            0.026228,           0.0012723,             0.98948,             0.99451,               0.991,             0.68949,            0.015378,            0.020824,          0.00053308,            0.002377,            0.002377,            0.002377
                  79,            0.022433,            0.026316,           0.0015309,              0.9859,             0.98981,             0.99069,             0.69236,            0.015677,            0.021026,          0.00053461,            0.002278,            0.002278,            0.002278
                  80,            0.022103,            0.026714,           0.0011923,             0.98923,             0.99355,             0.99137,             0.69858,            0.015368,            0.020828,          0.00053208,            0.002179,            0.002179,            0.002179
                  81,            0.022436,            0.027421,           0.0014381,             0.98886,             0.99499,             0.99131,             0.69619,            0.015515,            0.021138,          0.00052566,             0.00208,             0.00208,             0.00208
                  82,            0.022056,            0.026371,           0.0013913,              0.9903,             0.98981,              0.9918,             0.68438,            0.015894,             0.02121,             0.00054,            0.001981,            0.001981,            0.001981
                  83,            0.022164,             0.02625,             0.00155,             0.99293,             0.99064,             0.99197,             0.69303,            0.015645,            0.021114,          0.00054157,            0.001882,            0.001882,            0.001882
                  84,            0.021753,            0.026826,          0.00089972,             0.99043,             0.99031,             0.99152,             0.69282,            0.015416,            0.020885,          0.00055878,            0.001783,            0.001783,            0.001783
                  85,            0.021888,            0.026734,           0.0013872,              0.9882,             0.99049,             0.99086,             0.68944,            0.015516,            0.020612,          0.00050298,            0.001684,            0.001684,            0.001684
                  86,            0.021784,            0.026541,           0.0012857,             0.98347,             0.99641,             0.99136,             0.69674,            0.015487,            0.020726,          0.00051059,            0.001585,            0.001585,            0.001585
                  87,            0.022149,            0.026397,           0.0011844,             0.98834,             0.99451,             0.99157,              0.6902,            0.015368,            0.020939,          0.00051784,            0.001486,            0.001486,            0.001486
                  88,            0.021685,            0.026247,           0.0013429,             0.98787,             0.98981,             0.99183,             0.68547,            0.015716,            0.021585,          0.00051689,            0.001387,            0.001387,            0.001387
                  89,            0.021635,            0.026592,           0.0012075,             0.98455,             0.99314,             0.99197,             0.68957,            0.015556,            0.021393,          0.00053309,            0.001288,            0.001288,            0.001288
                  90,            0.021884,            0.027247,          0.00094973,             0.98269,             0.99686,             0.99165,              0.6942,            0.015364,            0.021317,           0.0005287,            0.001189,            0.001189,            0.001189
                  91,            0.021556,             0.02574,           0.0013785,             0.98292,             0.99686,             0.99207,             0.69262,            0.015334,             0.02111,          0.00052918,             0.00109,             0.00109,             0.00109
                  92,            0.021454,             0.02664,           0.0016603,             0.98296,             0.99686,             0.99143,             0.69096,            0.015234,            0.020843,          0.00051774,            0.000991,            0.000991,            0.000991
                  93,            0.021698,            0.026337,           0.0013059,             0.98805,             0.99157,             0.99119,              0.6921,            0.015253,            0.020706,          0.00051371,            0.000892,            0.000892,            0.000892
                  94,            0.021604,            0.026384,           0.0012728,             0.98858,             0.99327,             0.99131,             0.68791,            0.015272,             0.02097,          0.00053165,            0.000793,            0.000793,            0.000793
                  95,            0.021478,            0.025734,           0.0010759,             0.98945,             0.99369,             0.99168,             0.68669,            0.015565,            0.021294,          0.00053051,            0.000694,            0.000694,            0.000694
                  96,            0.021286,              0.0255,           0.0012336,             0.99025,             0.99348,             0.99186,             0.68835,             0.01559,             0.02127,          0.00051988,            0.000595,            0.000595,            0.000595
                  97,            0.021372,            0.024945,           0.0011374,             0.99083,             0.99306,              0.9914,             0.69509,            0.015506,            0.021182,          0.00051139,            0.000496,            0.000496,            0.000496
                  98,            0.021278,            0.025385,           0.0011481,             0.98995,             0.99331,             0.99161,             0.68484,            0.015582,            0.021495,          0.00050867,            0.000397,            0.000397,            0.000397
                  99,            0.021463,            0.026572,          0.00086641,             0.99087,              0.9916,             0.99159,             0.68954,            0.015481,            0.021341,          0.00050719,            0.000298,            0.000298,            0.000298
