               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.019437,            0.023285,          0.00093034,             0.98059,             0.99637,             0.99272,             0.68951,            0.015467,            0.023412,          0.00053457,            0.002377,            0.002377,            0.002377
                 156,             0.01929,            0.023132,           0.0010489,             0.98238,             0.99626,             0.99186,             0.69507,            0.015173,            0.022998,          0.00055797,           0.0023275,           0.0023275,           0.0023275
                 157,            0.019351,            0.023588,           0.0011497,             0.98352,             0.99686,             0.99214,             0.69828,            0.015207,            0.023241,          0.00059847,            0.002278,            0.002278,            0.002278
                 158,            0.019711,            0.024449,           0.0009637,             0.98339,             0.99686,             0.99208,             0.71044,            0.014849,            0.022545,          0.00056444,           0.0022285,           0.0022285,           0.0022285
                 159,            0.019114,            0.023357,          0.00087598,             0.98532,             0.99686,             0.99177,             0.70955,            0.014961,            0.022516,          0.00054984,            0.002179,            0.002179,            0.002179
                 160,            0.018697,            0.023901,          0.00087698,             0.98254,              0.9966,             0.99169,             0.69759,            0.015418,            0.023243,          0.00055188,           0.0021295,           0.0021295,           0.0021295
                 161,             0.01934,            0.023194,          0.00080236,             0.98374,             0.99549,             0.99112,             0.70048,            0.015022,            0.022826,          0.00054989,             0.00208,             0.00208,             0.00208
                 162,            0.019039,            0.023462,          0.00094739,             0.98422,             0.99677,             0.99187,             0.71107,            0.015138,            0.022506,          0.00053022,           0.0020305,           0.0020305,           0.0020305
                 163,            0.019385,            0.023247,          0.00075642,              0.9851,             0.99517,             0.99192,             0.71128,            0.015319,            0.022535,          0.00053885,            0.001981,            0.001981,            0.001981
                 164,            0.019351,            0.024268,          0.00084324,             0.98863,             0.99686,             0.99182,             0.71123,            0.015059,            0.022423,          0.00055289,           0.0019315,           0.0019315,           0.0019315
                 165,            0.019013,            0.022779,          0.00068847,               0.986,             0.99686,             0.99168,             0.70817,            0.015112,            0.022551,          0.00053197,            0.001882,            0.001882,            0.001882
                 166,            0.018749,            0.023238,          0.00080352,             0.98318,             0.99686,             0.99111,             0.70206,            0.015007,             0.02266,          0.00054148,           0.0018325,           0.0018325,           0.0018325
                 167,            0.018705,            0.023172,           0.0011333,             0.98481,             0.99683,             0.99098,              0.7058,            0.014907,            0.022869,          0.00054742,            0.001783,            0.001783,            0.001783
                 168,              0.0183,            0.022574,          0.00087786,             0.98657,             0.99686,             0.99177,             0.70489,            0.015179,            0.023194,          0.00054342,           0.0017335,           0.0017335,           0.0017335
                 169,            0.018974,            0.022705,          0.00082923,             0.98676,             0.99643,             0.99217,             0.70341,            0.015309,            0.023216,          0.00053654,            0.001684,            0.001684,            0.001684
                 170,            0.018364,             0.02325,          0.00088006,             0.98427,             0.99638,             0.99214,             0.70551,            0.015121,            0.023269,          0.00055553,           0.0016345,           0.0016345,           0.0016345
                 171,            0.018924,             0.02329,          0.00082028,             0.98502,              0.9951,             0.99178,             0.70874,            0.014963,            0.022916,          0.00060461,            0.001585,            0.001585,            0.001585
                 172,            0.018919,            0.021817,          0.00078945,             0.98614,             0.99686,             0.99239,             0.70617,            0.014989,            0.023111,          0.00052974,           0.0015355,           0.0015355,           0.0015355
                 173,            0.018805,             0.02296,          0.00087558,             0.98617,             0.99259,             0.99188,             0.70671,            0.014981,            0.022971,            0.000513,            0.001486,            0.001486,            0.001486
                 174,            0.018878,            0.022669,          0.00086869,             0.98421,             0.99657,             0.99154,             0.70504,            0.014978,            0.022925,          0.00051195,           0.0014365,           0.0014365,           0.0014365
                 175,            0.018638,            0.022738,           0.0010177,             0.98308,             0.99686,             0.99216,             0.70082,            0.015089,            0.022772,           0.0005042,            0.001387,            0.001387,            0.001387
                 176,            0.018732,            0.022904,           0.0010275,             0.98337,             0.99686,             0.99221,             0.71276,            0.014778,            0.022615,          0.00056108,           0.0013375,           0.0013375,           0.0013375
                 177,            0.018771,            0.022466,           0.0011913,             0.97934,             0.99657,             0.99177,             0.70926,            0.014831,             0.02275,           0.0006731,            0.001288,            0.001288,            0.001288
                 178,            0.018145,            0.022062,          0.00076525,             0.97783,             0.99647,             0.99139,             0.71198,            0.014941,             0.02309,          0.00075877,           0.0012385,           0.0012385,           0.0012385
                 179,             0.01827,             0.02226,          0.00090172,             0.98154,             0.99686,             0.99186,             0.71309,            0.014776,            0.022879,          0.00054386,            0.001189,            0.001189,            0.001189
                 180,            0.019212,            0.022426,           0.0011301,             0.98208,             0.99686,             0.99147,             0.70665,            0.015038,            0.023036,          0.00051953,           0.0011395,           0.0011395,           0.0011395
                 181,            0.018201,            0.022914,          0.00081664,              0.9835,             0.99686,             0.99203,             0.70739,            0.014873,            0.022893,           0.0005233,             0.00109,             0.00109,             0.00109
                 182,            0.018208,            0.023532,          0.00082744,             0.98328,             0.99686,             0.99205,             0.70636,            0.014888,            0.022782,          0.00052615,           0.0010405,           0.0010405,           0.0010405
                 183,            0.017981,            0.023245,          0.00093738,             0.98631,             0.99686,             0.99184,             0.70696,            0.014919,            0.022776,          0.00054318,            0.000991,            0.000991,            0.000991
                 184,            0.017965,            0.023148,          0.00083971,             0.98321,             0.99686,             0.99173,             0.71475,            0.014869,            0.022726,           0.0005435,           0.0009415,           0.0009415,           0.0009415
                 185,            0.018206,            0.022862,          0.00073208,             0.98456,             0.99686,             0.99203,             0.71172,            0.014981,            0.023253,          0.00052876,            0.000892,            0.000892,            0.000892
                 186,            0.017752,            0.022337,           0.0006225,             0.98612,             0.99686,             0.99221,             0.71197,            0.015035,            0.023485,          0.00052292,           0.0008425,           0.0008425,           0.0008425
                 187,            0.018131,            0.021915,          0.00073861,             0.98591,             0.99686,             0.99222,             0.71142,            0.014985,            0.023487,          0.00051998,            0.000793,            0.000793,            0.000793
                 188,            0.017944,            0.022854,           0.0011442,             0.98626,             0.99686,             0.99196,             0.70656,            0.014988,             0.02325,          0.00052382,           0.0007435,           0.0007435,           0.0007435
                 189,            0.017635,            0.021894,          0.00068166,              0.9869,             0.99686,             0.99185,              0.7059,            0.014913,            0.023022,          0.00052882,            0.000694,            0.000694,            0.000694
                 190,             0.01818,            0.022994,          0.00089531,             0.98702,             0.99516,             0.99209,             0.71241,            0.014841,            0.022814,          0.00053778,           0.0006445,           0.0006445,           0.0006445
                 191,            0.017895,            0.022995,          0.00065246,             0.98619,             0.99527,             0.99237,              0.7125,            0.014782,            0.022833,          0.00055123,            0.000595,            0.000595,            0.000595
                 192,            0.018179,            0.021829,           0.0005815,             0.98585,             0.99455,             0.99224,             0.71014,             0.01486,            0.023164,          0.00055694,           0.0005455,           0.0005455,           0.0005455
                 193,            0.017989,            0.022143,          0.00083962,             0.98509,             0.99526,             0.99245,             0.71104,            0.014856,            0.023346,          0.00053208,            0.000496,            0.000496,            0.000496
                 194,            0.017849,            0.022532,           0.0010146,             0.98648,             0.99451,              0.9926,             0.71361,            0.014891,            0.023274,          0.00052131,           0.0004465,           0.0004465,           0.0004465
                 195,            0.017734,            0.022566,          0.00080689,             0.98352,              0.9968,             0.99245,             0.71361,             0.01479,            0.023166,          0.00052192,            0.000397,            0.000397,            0.000397
                 196,            0.017873,            0.022234,          0.00065075,             0.98588,             0.99469,             0.99259,             0.70767,             0.01491,            0.023206,           0.0005228,           0.0003475,           0.0003475,           0.0003475
                 197,            0.018061,            0.022466,          0.00068249,             0.98637,             0.99467,             0.99262,             0.71286,            0.014803,            0.023068,          0.00052749,            0.000298,            0.000298,            0.000298
                 198,            0.017289,            0.021678,          0.00067015,             0.98379,             0.99686,             0.99265,             0.71262,             0.01477,             0.02302,          0.00052807,           0.0002485,           0.0002485,           0.0002485
                 199,             0.01781,            0.021384,          0.00095751,             0.98371,             0.99686,             0.99246,             0.71245,            0.014862,             0.02322,          0.00053327,            0.000199,            0.000199,            0.000199
